Player,AHL.Season,AHL.GP,AHL.Goals,AHL.Assists,AHL.Fights,AHL.Points,NHL.Season,NHL.GP,NHL.Goals,NHL.Assists,NHL.Fights,NHL.Points,WHL.Seasons,WHL.GP,WHL.Goals,WHL.Assists,WHL.Fights,WHL.Points
Mika Zibanejad,2,29,6,12,0,18,4,200,43,57,0,100,0,0,0,0,0,0
Mike Craig,4,254,122,103,0,225,2,3,0,0,0,0,0,0,0,0,0,0
Mike Gaul,4,256,52,185,3,237,2,3,0,0,0,0,0,0,0,0,0,0
Mike Iggulden,4,300,106,130,5,236,2,12,1,4,0,5,0,0,0,0,0,0
Mike Matteucci,4,278,6,28,28,34,2,6,0,0,0,0,0,0,0,0,0,0
Mike Moore,8,419,29,94,42,123,1,6,1,0,1,1,0,0,0,0,0,0
Nathan Robinson,4,245,59,85,2,144,2,7,0,0,0,0,0,0,0,0,0,0
Nick Foligno,1,28,6,13,0,19,8,545,116,163,21,279,0,0,0,0,0,0
Paul Brousseau,4,215,104,104,2,208,2,12,0,2,2,2,0,0,0,0,0,0
Paul Carey,4,188,42,54,3,96,2,22,0,1,0,1,0,0,0,0,0,0
Per Svartvadet,2,6,0,0,0,0,4,247,17,34,0,51,0,0,0,0,0,0
Petr Nedved,1,14,4,7,0,11,8,541,152,228,1,380,0,0,0,0,0,0
Phil Varone,4,262,55,137,0,192,2,37,4,3,0,7,0,0,0,0,0,0
Phillip Samuelsson,4,248,11,54,11,65,2,9,0,0,0,0,0,0,0,0,0,0
Radek Smolenak,4,207,48,55,30,103,2,7,0,1,3,1,0,0,0,0,0,0
Reid Boucher,4,130,40,33,0,73,2,34,3,5,0,8,0,0,0,0,0,0
Rem Murray,1,54,11,24,0,35,8,478,83,101,1,184,0,0,0,0,0,0
Rick Mrozik,8,488,21,69,8,90,1,2,0,0,0,0,0,0,0,0,0,0
Rob DiMaio,1,3,1,1,0,2,8,546,58,111,24,169,0,0,0,0,0,0
Rob Skrlac,8,344,6,12,132,18,1,8,1,0,4,1,0,0,0,0,0,0
Roman Josi,2,74,7,37,0,44,4,253,38,91,0,129,0,0,0,0,0,0
Ryan Christie,4,214,41,46,13,87,2,7,0,0,0,0,0,0,0,0,0,0
Ryan Ellis,2,61,9,23,0,32,4,202,20,51,2,71,0,0,0,0,0,0
Ryan Garbutt,2,115,35,35,4,70,4,198,30,40,7,70,0,0,0,0,0,0
Ryan Vesce,4,262,72,147,1,219,2,19,3,2,0,5,0,0,0,0,0,0
Sasha Goc,4,220,23,77,0,100,2,22,0,0,0,0,0,0,0,0,0,0
Sasha Lakovic,4,142,21,32,38,53,2,18,0,3,7,3,0,0,0,0,0,0
Shawn McEachern,1,10,2,4,0,6,8,545,160,202,1,362,0,0,0,0,0,0
Steve Bancroft,8,483,57,196,10,253,1,5,0,1,0,1,0,0,0,0,0,0
Steve McLaren,8,338,10,11,110,21,1,6,0,0,5,0,0,0,0,0,0,0
Terry Ryan,4,184,44,63,68,107,2,5,0,0,4,0,0,0,0,0,0,0
Terry Yake,2,79,19,49,0,68,4,198,29,50,0,79,0,0,0,0,0,0
Todd Harvey,1,13,6,1,1,7,8,491,62,81,33,143,0,0,0,0,0,0
Tomas Kurka,4,248,53,65,0,118,2,17,3,2,0,5,0,0,0,0,0,0
Tomas Zizka,4,238,34,101,0,135,2,25,2,6,0,8,0,0,0,0,0,0
Tony Salmelainen,4,194,49,63,1,112,2,70,6,12,0,18,0,0,0,0,0,0
Tyler Wright,1,25,5,15,2,20,8,527,74,67,32,141,0,0,0,0,0,0
Vaclav Varada,1,45,30,26,2,56,8,487,58,125,8,183,0,0,0,0,0,0
Valeri Zelepukin,2,56,18,19,0,37,4,255,34,52,4,86,0,0,0,0,0,0
Vitali Vishnevsky,1,35,1,3,0,4,8,552,16,52,9,68,0,0,0,0,0,0
Wojtek Wolski,1,6,3,2,0,5,8,451,99,168,1,267,0,0,0,0,0,0
Xavier Delisle,4,230,53,93,2,146,2,16,3,2,0,5,0,0,0,0,0,0
Zach Trotman,4,150,13,43,3,56,2,29,1,4,0,5,0,0,0,0,0,0
Zack Kassian,2,59,23,24,4,47,4,198,35,31,16,66,0,0,0,0,0,0
Alex Brooks,7,408,3,44,12,47,1,19,0,1,0,1,0,0,0,0,0,0
Alex Pietrangelo,1,1,0,0,0,0,7,386,44,174,1,218,0,0,0,0,0,0
Andrei Nikolishin,1,2,0,0,0,0,7,457,62,121,1,183,0,0,0,0,0,0
Andrew Bodnarchuk,7,473,30,104,11,134,1,5,0,0,0,0,0,0,0,0,0,0
Bobby Robins,7,282,22,37,89,59,1,3,0,0,2,0,0,0,0,0,0,0
Brett Skinner,7,410,29,160,3,189,1,11,0,0,0,0,0,0,0,0,0,0
Chris Campoli,1,15,3,3,0,6,7,440,35,111,4,146,0,0,0,0,0,0
Chris Kelleher,7,405,32,122,1,154,1,1,0,0,0,0,0,0,0,0,0,0
Chris Tamer,1,14,0,3,0,3,7,481,13,50,75,63,0,0,0,0,0,0
Claude Lapointe,1,2,1,1,0,2,7,518,70,95,2,165,0,0,0,0,0,0
Claude Lemieux,1,23,3,8,0,11,7,457,107,132,6,239,0,0,0,0,0,0
Dane Jackson,7,400,76,110,9,186,1,8,1,1,0,2,0,0,0,0,0,0
Dean Melanson,7,424,39,97,26,136,1,4,0,0,0,0,0,0,0,0,0,0
Derek Whitmore,7,369,95,77,3,172,1,2,0,0,0,0,0,0,0,0,0,0
Eric Messier,1,6,1,3,0,4,7,385,25,50,0,75,0,0,0,0,0,0
Garrett Burnett,7,269,18,8,149,26,1,39,1,2,25,3,0,0,0,0,0,0
Ian MacNeil,7,426,65,87,27,152,1,2,0,0,0,0,0,0,0,0,0,0
Jan Hrdina,1,72,20,24,0,44,7,513,101,196,0,297,0,0,0,0,0,0
Jared Staal,7,232,17,19,4,36,1,2,0,0,0,0,0,0,0,0,0,0
Jeff Finley,1,42,2,10,0,12,7,436,7,34,1,41,0,0,0,0,0,0
Jeff Paul,7,324,12,40,66,52,1,2,0,0,1,0,0,0,0,0,0,0
Josh Bailey,1,11,6,11,0,17,7,476,81,137,3,218,0,0,0,0,0,0
Karl Dykhuis,1,54,5,17,1,22,7,449,30,47,2,77,0,0,0,0,0,0
Ken Belanger,1,10,1,4,0,5,7,220,11,10,49,21,0,0,0,0,0,0
Marc Bergevin,1,2,0,0,0,0,7,413,9,38,16,47,0,0,0,0,0,0
Mark Van Guilder,7,386,61,78,1,139,1,1,0,0,0,0,0,0,0,0,0,0
Matthieu Descoteaux,7,436,41,80,10,121,1,5,1,1,0,2,0,0,0,0,0,0
Nikolai Kulemin,1,5,0,0,0,0,7,503,99,127,1,226,0,0,0,0,0,0
Oleg Kvasha,1,57,13,16,0,29,7,493,81,136,1,217,0,0,0,0,0,0
Patric Hornqvist,1,49,17,18,0,35,7,427,131,136,0,267,0,0,0,0,0,0
Patrik Stefan,1,5,3,0,0,3,7,455,64,124,0,188,0,0,0,0,0,0
Pavel Trnka,1,23,3,5,0,8,7,411,14,63,4,77,0,0,0,0,0,0
Rob Murray,7,523,42,114,28,156,1,13,1,2,0,3,0,0,0,0,0,0
Rob Ray,1,5,2,0,1,2,7,394,10,20,91,30,0,0,0,0,0,0
Rob Zamuner,1,4,0,1,0,1,7,449,76,77,2,153,0,0,0,0,0,0
Ryan Bast,7,476,8,44,56,52,1,2,0,1,0,1,0,0,0,0,0,0
Scott Lachance,1,25,0,4,0,4,7,491,8,52,2,60,0,0,0,0,0,0
Scott Pellerin,1,55,9,24,0,33,7,430,52,104,3,156,0,0,0,0,0,0
Stan Neckar,1,3,0,3,0,3,7,375,8,29,3,37,0,0,0,0,0,0
Steve Brule,7,487,182,250,2,432,1,2,0,0,0,0,0,0,0,0,0,0
Sylvain Cloutier,7,419,59,118,14,177,1,7,0,0,0,0,0,0,0,0,0,0
Trent Klatt,1,24,13,10,0,23,7,479,82,114,1,196,0,0,0,0,0,0
Zach Bogosian,1,5,1,0,0,1,7,414,40,94,10,134,0,0,0,0,0,0
Ales Pisa,3,66,6,14,0,20,2,53,1,3,0,4,0,0,0,0,0,0
Alex Chiasson,2,66,14,26,2,40,3,162,30,38,3,68,0,0,0,0,0,0
Alex Foster,6,312,58,92,3,150,1,3,0,0,0,0,0,0,0,0,0,0
Alex Grant,6,254,32,100,24,132,1,2,2,0,0,2,0,0,0,0,0,0
Alex Khokhlachev,3,137,38,65,0,103,2,4,0,0,0,0,0,0,0,0,0,0
Alex Killorn,2,54,18,26,0,44,3,191,39,59,0,98,0,0,0,0,0,0
Alexandre Boikov,3,193,14,34,13,48,2,10,0,0,1,0,0,0,0,0,0,0
Alexei Smirnov,3,89,23,16,0,39,2,52,3,3,0,6,0,0,0,0,0,0
Anders Lee,2,59,25,21,5,46,3,100,35,22,1,57,0,0,0,0,0,0
Andreas Johansson,1,1,0,0,0,0,6,332,77,78,0,155,0,0,0,0,0,0
Andreas Salomonsson,3,81,17,44,2,61,2,71,5,9,1,14,0,0,0,0,0,0
Andrej Sustr,2,20,3,4,0,7,3,117,1,20,0,21,0,0,0,0,0,0
Anssi Salmela,2,42,8,16,2,24,3,112,4,17,0,21,0,0,0,0,0,0
Bill Sweatt,3,217,50,66,0,116,2,3,0,0,0,0,0,0,0,0,0,0
Blake Geoffrion,3,84,21,43,3,64,2,55,8,5,3,13,0,0,0,0,0,0
Blake Sloan,1,7,4,2,0,6,6,290,11,32,4,43,0,0,0,0,0,0
Branko Radivojevic,1,62,18,21,4,39,6,393,52,68,8,120,0,0,0,0,0,0
Brett Gallant,6,188,6,6,86,12,1,4,0,0,3,0,0,0,0,0,0,0
Brian Bonin,3,188,69,82,1,151,2,12,0,0,0,0,0,0,0,0,0,0
Brian Dumoulin,3,188,15,63,2,78,2,14,1,1,0,2,0,0,0,0,0,0
Brian Flynn,2,50,16,17,0,33,3,168,17,24,0,41,0,0,0,0,0,0
Brock Nelson,3,71,25,28,0,53,2,154,34,34,0,68,0,0,0,0,0,0
Bryan Adams,3,212,26,51,1,77,2,11,0,1,0,1,0,0,0,0,0,0
Carl Gunnarsson,1,12,0,2,0,2,6,365,17,81,0,98,0,0,0,0,0,0
Chad Ruhwedel,2,119,14,50,0,64,3,32,0,2,0,2,0,0,0,0,0,0
Charles Linglet,6,331,96,150,1,246,1,5,0,0,0,0,0,0,0,0,0,0
Chris Allen,3,101,13,34,1,47,2,2,0,0,0,0,0,0,0,0,0,0
Chris Breen,6,297,11,29,19,40,1,9,0,2,1,2,0,0,0,0,0,0
Chris Kreider,2,54,14,13,0,27,3,169,40,46,4,86,0,0,0,0,0,0
Colin Wilson,1,40,13,21,3,34,6,368,77,101,5,178,0,0,0,0,0,0
Conor Allen,3,145,17,48,8,65,2,7,0,0,0,0,0,0,0,0,0,0
Cory Larose,6,427,140,246,15,386,1,7,0,1,0,1,0,0,0,0,0,0
Craig Berube,1,33,0,6,6,6,6,409,20,29,76,49,0,0,0,0,0,0
Curtis Murphy,6,474,99,221,2,320,1,1,0,0,0,0,0,0,0,0,0,0
Daniel Lacroix,2,48,14,9,13,23,3,61,1,4,16,5,0,0,0,0,0,0
Daniel Tkaczuk,6,355,68,127,0,195,1,19,4,7,0,11,0,0,0,0,0,0
Dave Bolland,2,81,23,36,0,59,3,111,21,28,0,49,0,0,0,0,0,0
David Cooper,3,196,53,73,2,126,2,11,0,4,0,4,0,0,0,0,0,0
David Gosselin,3,226,35,65,16,100,2,13,2,1,1,3,0,0,0,0,0,0
David Ullstrom,3,140,50,47,0,97,2,49,6,7,0,13,0,0,0,0,0,0
Denis Pederson,1,1,0,0,0,0,6,355,42,50,32,92,0,0,0,0,0,0
Dmitri Jashkin,2,60,19,25,0,44,3,74,14,6,0,20,0,0,0,0,0,0
Dmitri Nabokov,2,124,25,51,0,76,3,55,11,13,0,24,0,0,0,0,0,0
Doug Friedman,3,169,41,60,17,101,2,18,0,1,4,1,0,0,0,0,0,0
Eriah Hayes,3,125,23,27,2,50,2,19,1,0,0,1,0,0,0,0,0,0
Eric Houde,3,215,86,117,1,203,2,17,2,1,0,3,0,0,0,0,0,0
Erik Karlsson,1,12,0,11,0,11,6,397,84,219,0,303,0,0,0,0,0,0
Evgeni Artyukhin,2,40,5,4,2,9,3,199,19,30,12,49,0,0,0,0,0,0
Francis Belanger,6,277,57,72,54,129,1,10,0,0,4,0,0,0,0,0,0,0
Freddie Hamilton,3,197,46,57,0,103,2,29,1,0,0,1,0,0,0,0,0,0
Grant Stevenson,6,339,83,122,1,205,1,47,10,12,0,22,0,0,0,0,0,0
Greg Crozier,6,395,101,121,4,222,1,1,0,0,0,0,0,0,0,0,0,0
Greg Jacina,3,109,22,28,12,50,2,14,0,1,0,1,0,0,0,0,0,0
Greg Koehler,6,243,65,72,19,137,1,1,0,0,0,0,0,0,0,0,0,0
Greg Pateryn,3,160,25,36,6,61,2,20,0,0,0,0,0,0,0,0,0,0
Igor Radulov,3,162,45,32,0,77,2,43,9,7,0,16,0,0,0,0,0,0
Ilya Zubov,3,138,29,61,0,90,2,11,0,2,0,2,0,0,0,0,0,0
Ivan Vishnevskiy,3,192,21,49,0,70,2,5,0,2,0,2,0,0,0,0,0,0
J.T. Brown,2,64,14,24,4,38,3,120,7,22,3,29,0,0,0,0,0,0
James van Riemsdyk,1,7,1,1,0,2,6,406,122,126,2,248,0,0,0,0,0,0
Jamie Huscroft,2,62,0,13,4,13,3,95,0,6,23,6,0,0,0,0,0,0
Jan Hlavac,1,3,1,0,0,1,6,436,90,134,1,224,0,0,0,0,0,0
Jarno Kultanen,2,118,18,50,0,68,3,102,2,11,1,13,0,0,0,0,0,0
Jaroslav Bednar,2,50,18,22,0,40,3,102,10,25,0,35,0,0,0,0,0,0
Jason Zent,3,141,38,30,3,68,2,5,0,0,0,0,0,0,0,0,0,0
Jayson Megna,3,144,40,26,0,66,2,48,5,5,1,10,0,0,0,0,0,0
Jeff Daniels,1,71,24,27,0,51,6,271,9,13,1,22,0,0,0,0,0,0
Jeff Nelson,6,378,79,194,0,273,1,9,2,1,0,3,0,0,0,0,0,0
Jeff Odgers,1,4,0,0,1,0,6,407,20,28,132,48,0,0,0,0,0,0
Jeff Shantz,1,2,0,1,0,1,6,398,48,78,2,126,0,0,0,0,0,0
Jesper Fast,3,60,19,25,0,44,2,69,6,8,0,14,0,0,0,0,0,0
Jesse Winchester,1,4,2,2,0,4,6,285,20,50,11,70,0,0,0,0,0,0
Jim Cummins,1,11,1,4,3,5,6,323,10,22,67,32,0,0,0,0,0,0
Jimmie Olvestad,3,87,7,16,2,23,2,111,3,14,0,17,0,0,0,0,0,0
Joakim Nordstrom,3,92,26,26,2,52,2,54,1,5,0,6,0,0,0,0,0,0
Joel Lundqvist,2,48,18,26,0,44,3,134,7,19,0,26,0,0,0,0,0,0
John Carlson,1,48,4,35,0,39,6,398,45,144,0,189,0,0,0,0,0,0
Jonathan Sigalet,6,354,38,95,13,133,1,1,0,0,0,0,0,0,0,0,0,0
Kaspars Astashenko,3,142,14,32,0,46,2,23,1,2,0,3,0,0,0,0,0,0
Kelly Fairchild,3,150,50,67,1,117,2,11,2,0,0,2,0,0,0,0,0,0
Kevin Colley,6,177,25,38,22,63,1,16,0,0,6,0,0,0,0,0,0,0
Kevin Doell,6,330,65,98,10,163,1,8,0,1,0,1,0,0,0,0,0,0
Kevin Henderson,6,355,50,61,5,111,1,4,1,0,0,1,0,0,0,0,0,0
Kevin Marshall,6,386,11,46,16,57,1,10,0,0,0,0,0,0,0,0,0,0
Kevin Quick,6,176,1,33,0,34,1,6,0,1,0,1,0,0,0,0,0,0
Kris Vernarsky,3,185,32,39,3,71,2,17,1,0,0,1,0,0,0,0,0,0
Lars Eller,1,70,18,39,0,57,6,363,60,70,1,130,0,0,0,0,0,0
Lasse Pirjeta,2,13,2,6,0,8,3,146,23,27,0,50,0,0,0,0,0,0
Lauri Tukonen,3,185,36,67,0,103,2,5,0,0,0,0,0,0,0,0,0,0
Lee Sorochan,3,152,12,53,10,65,2,3,0,0,0,0,0,0,0,0,0,0
Louis Robitaille,6,381,22,50,145,72,1,2,0,0,1,0,0,0,0,0,0,0
Lucas Lessio,3,123,45,42,3,87,2,29,2,3,0,5,0,0,0,0,0,0
Luke Glendening,3,72,13,25,2,38,2,138,13,12,0,25,0,0,0,0,0,0
Marek Posmyk,3,82,2,6,1,8,2,19,1,2,0,3,0,0,0,0,0,0
Marko Tuomainen,2,135,39,73,2,112,3,75,9,9,3,18,0,0,0,0,0,0
Martin Lojek,3,156,13,19,2,32,2,5,0,1,0,1,0,0,0,0,0,0
Martin Samuelsson,3,184,49,39,3,88,2,14,0,1,0,1,0,0,0,0,0,0
Matt Anderson,6,342,76,131,1,207,1,2,0,1,0,1,0,0,0,0,0,0
Matt Lindblad,3,106,18,33,0,51,2,4,0,0,0,0,0,0,0,0,0,0
Max Talbot,2,47,16,20,1,36,3,197,18,37,5,55,0,0,0,0,0,0
Maxim Kondratiev,2,59,7,18,1,25,3,40,1,2,0,3,0,0,0,0,0,0
Michael Caruso,6,353,13,36,2,49,1,2,0,0,0,0,0,0,0,0,0,0
Michael Chaput,3,173,42,56,6,98,2,50,1,5,1,6,0,0,0,0,0,0
Michael Del Zotto,1,11,0,7,0,7,6,381,37,121,0,158,0,0,0,0,0,0
Michael Sgarbossa,3,166,34,68,13,102,2,9,0,1,0,1,0,0,0,0,0,0
Michal Barinka,3,111,5,15,3,20,2,34,0,2,0,2,0,0,0,0,0,0
Mike Kennedy,3,114,26,43,8,69,2,16,0,1,2,1,0,0,0,0,0,0
Mike Maneluk,2,144,77,78,6,155,3,85,11,10,1,21,0,0,0,0,0,0
Mike McBain,3,145,7,22,3,29,2,64,0,7,0,7,0,0,0,0,0,0
Mike Pandolfo,6,302,45,48,7,93,1,3,0,0,0,0,0,0,0,0,0,0
Mikhail Grigorenko,2,52,14,26,1,40,3,68,6,8,0,14,0,0,0,0,0,0
Nate Schmidt,3,65,6,20,0,26,2,68,3,7,0,10,0,0,0,0,0,0
Nick Petrecki,6,310,8,41,39,49,1,1,0,0,0,0,0,0,0,0,0,0
Nick Smith,6,364,48,84,7,132,1,15,0,0,0,0,0,0,0,0,0,0
Nicolas Deslauriers,3,193,24,55,18,79,2,99,6,10,9,16,0,0,0,0,0,0
Niko Kapanen,1,59,13,28,0,41,6,397,36,90,0,126,0,0,0,0,0,0
Nikolai Zherdev,1,1,0,0,0,0,6,421,115,146,1,261,0,0,0,0,0,0
Ondrej Palat,2,117,22,60,1,82,3,170,41,85,0,126,0,0,0,0,0,0
Oskar Osala,3,203,61,60,7,121,2,3,0,0,0,0,0,0,0,0,0,0
P.K. Subban,1,77,18,35,2,53,6,366,57,170,11,227,0,0,0,0,0,0
Patrik Nemeth,3,92,4,20,0,24,2,30,0,3,0,3,0,0,0,0,0,0
Pavel Skrbek,2,115,13,32,2,45,3,12,0,0,0,0,0,0,0,0,0,0
Petr Buzek,1,4,0,1,0,1,6,157,9,22,2,31,0,0,0,0,0,0
Phil Oreskovic,6,216,4,28,40,32,1,10,1,1,3,2,0,0,0,0,0,0
Rhett Rakhshani,3,120,44,69,0,113,2,7,0,0,0,0,0,0,0,0,0,0
Rickard Rakell,2,48,15,26,0,41,3,93,9,26,0,35,0,0,0,0,0,0
Ryan Barnes,6,269,18,28,76,46,1,2,0,0,0,0,0,0,0,0,0,0
Ryan Caldwell,3,193,13,53,12,66,2,4,0,0,0,0,0,0,0,0,0,0
Ryan Kraft,6,335,107,171,1,278,1,7,0,1,0,1,0,0,0,0,0,0
Ryan Ready,6,398,91,129,16,220,1,7,0,1,0,1,0,0,0,0,0,0
Ryan Tobler,6,300,53,88,70,141,1,4,0,0,1,0,0,0,0,0,0,0
Sami Vatanen,2,70,11,41,1,52,3,123,20,40,1,60,0,0,0,0,0,0
Sergei Vyshedkevich,3,150,26,56,1,82,2,30,2,5,0,7,0,0,0,0,0,0
Stanislav Chistov,2,26,6,8,1,14,3,196,19,42,0,61,0,0,0,0,0,0
Sylvain Lefebvre,1,15,0,5,1,5,6,386,6,58,5,64,0,0,0,0,0,0
Taylor Fedun,3,200,24,75,2,99,2,11,2,4,0,6,0,0,0,0,0,0
Teemu Pulkkinen,3,119,65,56,0,121,2,34,5,3,0,8,0,0,0,0,0,0
Todd Warriner,1,32,7,13,0,20,6,316,46,60,0,106,0,0,0,0,0,0
Tomas Divisek,3,178,43,72,0,115,2,5,1,0,0,1,0,0,0,0,0,0
Tomas Kubalik,3,190,49,50,3,99,2,12,1,3,0,4,0,0,0,0,0,0
Toni Dahlman,3,168,18,44,0,62,2,22,1,1,0,2,0,0,0,0,0,0
Trevor Frischmon,6,396,32,98,3,130,1,3,0,0,0,0,0,0,0,0,0,0
Tyler Bozak,1,32,4,16,0,20,6,378,95,137,0,232,0,0,0,0,0,0
Ville Koistinen,2,67,10,33,0,43,3,103,8,24,0,32,0,0,0,0,0,0
Ville Leino,1,57,15,31,0,46,6,286,40,79,0,119,0,0,0,0,0,0
Vladimir Vorobiev,3,166,56,84,0,140,2,17,4,2,0,6,0,0,0,0,0,0
Vladislav Namestnikov,3,134,40,64,4,104,2,47,9,7,1,16,0,0,0,0,0,0
Vojtech Polak,3,162,35,60,0,95,2,5,0,0,0,0,0,0,0,0,0,0
Warren Luhning,2,107,26,27,6,53,3,29,0,1,1,1,0,0,0,0,0,0
Aaron MacKenzie,5,291,11,36,4,47,1,5,0,0,0,0,0,0,0,0,0,0
Alex Biega,5,333,19,88,3,107,1,7,1,0,0,1,0,0,0,0,0,0
Benoit Brunet,1,5,3,1,0,4,5,274,52,77,2,129,0,0,0,0,0,0
Bill Muckalt,1,9,0,3,0,3,5,256,40,57,12,97,0,0,0,0,0,0
Brandon DeFazio,5,288,60,58,24,118,1,2,0,0,0,0,0,0,0,0,0,0
Bruce Gardiner,1,45,5,18,0,23,5,245,23,44,4,67,0,0,0,0,0,0
Carter Camper,5,264,56,144,0,200,1,3,1,0,0,1,0,0,0,0,0,0
Chad Rau,5,327,65,88,0,153,1,9,2,0,0,2,0,0,0,0,0,0
Chris Bala,5,259,49,63,0,112,1,6,0,1,0,1,0,0,0,0,0,0
Chris Corrinet,5,192,27,50,10,77,1,8,0,1,1,1,0,0,0,0,0,0
Colby Cohen,5,166,6,37,7,43,1,3,0,0,0,0,0,0,0,0,0,0
Daniel Bois,5,337,64,65,50,129,1,1,0,0,1,0,0,0,0,0,0,0
Danny Irmen,5,304,47,63,10,110,1,2,0,0,0,0,0,0,0,0,0,0
Dave Dziurzynski,5,308,38,69,27,107,1,12,2,0,1,2,0,0,0,0,0,0
Dave Manson,1,2,0,0,0,0,5,340,15,65,11,80,0,0,0,0,0,0
Dave Van Drunen,5,297,10,29,3,39,1,1,0,0,0,0,0,0,0,0,0,0
David Brine,5,303,37,68,2,105,1,9,0,1,1,1,0,0,0,0,0,0
David Laliberte,5,250,61,77,5,138,1,11,2,1,0,3,0,0,0,0,0,0
David McIntyre,5,285,54,68,8,122,1,7,1,1,0,2,0,0,0,0,0,0
Dick Tarnstrom,1,9,0,2,0,2,5,306,35,105,0,140,0,0,0,0,0,0
Eric Selleck,5,332,30,46,99,76,1,2,0,1,1,1,0,0,0,0,0,0
Gaetan Royer,5,179,19,18,37,37,1,3,0,0,0,0,0,0,0,0,0,0
Gino Odjick,1,13,2,1,2,3,5,196,21,23,33,44,0,0,0,0,0,0
Gord Murphy,1,8,0,3,0,3,5,230,10,41,1,51,0,0,0,0,0,0
Jamie Fraser,5,262,27,55,0,82,1,1,0,0,0,0,0,0,0,0,0,0
Jeff MacMillan,5,384,27,38,21,65,1,4,0,0,0,0,0,0,0,0,0,0
Jeff Penner,5,247,25,73,0,98,1,2,0,0,0,0,0,0,0,0,0,0
Jesse Blacker,5,235,17,59,4,76,1,1,0,0,0,0,0,0,0,0,0,0
John MacLean,1,5,0,1,0,1,5,286,69,83,2,152,0,0,0,0,0,0
Jon Rheault,5,261,56,75,3,131,1,5,0,0,0,0,0,0,0,0,0,0
Jonathan Delisle,5,313,35,90,45,125,1,1,0,0,0,0,0,0,0,0,0,0
Justin Kurtz,5,253,35,94,3,129,1,27,3,5,0,8,0,0,0,0,0,0
Justin Mercier,5,255,43,42,5,85,1,9,1,1,0,2,0,0,0,0,0,0
Kael Mouillierat,5,229,63,107,7,170,1,6,1,1,0,2,0,0,0,0,0,0
Kris Chucko,5,277,66,61,11,127,1,2,0,0,0,0,0,0,0,0,0,0
Kris Fredheim,5,299,10,30,4,40,1,3,0,0,0,0,0,0,0,0,0,0
Larry Courville,5,282,53,74,12,127,1,11,0,0,1,0,0,0,0,0,0,0
Marc-Andre Bourdon,5,149,5,35,17,40,1,45,4,3,3,7,0,0,0,0,0,0
Marcus Johansson,1,2,0,0,0,0,5,345,61,125,1,186,0,0,0,0,0,0
Marcus Kruger,1,34,8,14,0,22,5,287,28,56,0,84,0,0,0,0,0,0
Mark Fayne,1,19,1,3,0,4,5,316,15,41,1,56,0,0,0,0,0,0
Mathieu Carle,5,294,36,98,4,134,1,3,0,0,0,0,0,0,0,0,0,0
Matt Watkins,5,326,59,91,6,150,1,1,0,0,0,0,0,0,0,0,0,0
Maxime Macenauer,5,290,43,52,2,95,1,29,1,3,0,4,0,0,0,0,0,0
Maxime Sauve,5,213,51,55,1,106,1,1,0,0,0,0,0,0,0,0,0,0
Mike Bishai,5,171,38,50,0,88,1,14,0,2,1,2,0,0,0,0,0,0
Mikhail Kuleshov,5,272,26,43,2,69,1,3,0,0,0,0,0,0,0,0,0,0
Nicolas Deschamps,5,284,52,95,0,147,1,3,0,0,0,0,0,0,0,0,0,0
Nikita Nikitin,1,22,3,11,0,14,5,248,17,58,1,75,0,0,0,0,0,0
Olivier Magnan,5,296,9,51,17,60,1,18,0,0,0,0,0,0,0,0,0,0
Patrick Poulin,1,31,12,7,0,19,5,321,33,51,4,84,0,0,0,0,0,0
Petr Schastlivy,1,31,22,13,0,35,5,129,18,22,0,40,0,0,0,0,0,0
Philippe Cornet,5,290,68,76,3,144,1,2,0,1,0,1,0,0,0,0,0,0
Remi Royer,5,114,6,21,21,27,1,18,0,0,3,0,0,0,0,0,0,0
Rob Collins,5,293,52,113,0,165,1,8,1,1,0,2,0,0,0,0,0,0
Robert Kron,1,6,2,4,0,6,5,355,50,85,0,135,0,0,0,0,0,0
Ryan Jardine,5,291,62,65,5,127,1,8,0,2,0,2,0,0,0,0,0,0
Ryan McDonagh,1,38,1,7,0,8,5,317,34,102,0,136,0,0,0,0,0,0
Scott Lehman,5,106,4,10,14,14,1,1,0,0,0,0,0,0,0,0,0,0
Sean McMorrow,5,251,1,3,151,4,1,1,0,0,0,0,0,0,0,0,0,0
Sergei Krivokrasov,1,15,3,5,0,8,5,283,54,81,1,135,0,0,0,0,0,0
Taylor Hall,1,26,14,20,1,34,5,299,106,157,1,263,0,0,0,0,0,0
Adam Payerl,4,130,10,21,19,31,1,2,0,0,0,0,0,0,0,0,0,0
Alexander Nikulin,2,140,23,52,0,75,2,3,0,0,0,0,0,0,0,0,0,0
Alexander Perezhogin,2,87,23,29,0,52,2,128,15,19,0,34,0,0,0,0,0,0
Alexei Marchenko,2,100,6,32,0,38,2,14,1,1,0,2,0,0,0,0,0,0
Andreas Engqvist,2,131,30,38,0,68,2,15,0,0,0,0,0,0,0,0,0,0
Andrew Agozzino,4,227,67,98,5,165,1,1,0,1,0,1,0,0,0,0,0,0
Andy Andreoff,4,157,30,42,23,72,1,18,2,1,2,3,0,0,0,0,0,0
Antti Pihlstrom,2,93,35,22,1,57,2,54,2,5,0,7,0,0,0,0,0,0
Antti-Jussi Niemi,2,75,13,17,0,30,2,29,1,1,0,2,0,0,0,0,0,0
Austin Watson,4,229,68,59,2,127,1,6,1,0,0,1,0,0,0,0,0,0
