Player,AHL.Season,AHL.GP,AHL.Goals,AHL.Assists,AHL.Fights,AHL.Points,NHL.Season,NHL.GP,NHL.Goals,NHL.Assists,NHL.Fights,NHL.Points,WHL.Seasons,WHL.GP,WHL.Goals,WHL.Assists,WHL.Fights,WHL.Points
Jason MacDonald,7,364,59,68,92,127,1,4,0,0,1,0,6,184,14,18,2,32
Jonathan Filewich,4,292,69,73,2,142,1,5,0,0,0,0,6,321,121,125,5,246
Scott Jackson,4,240,2,30,17,32,1,1,0,0,0,0,6,329,23,96,8,119
Richie Regehr,2,70,12,32,0,44,2,20,1,3,0,4,6,307,49,150,9,199
Mike Brown,9,457,55,67,132,122,12,383,18,16,106,34,7,312,66,63,71,129
Mike Green,8,342,88,149,1,237,11,599,114,250,2,364,8,478,130,255,11,385
Ryan White,5,190,36,47,27,83,6,175,11,18,23,29,8,499,104,196,22,300
Tyler Johnson,2,137,68,65,2,133,3,173,56,72,0,128,9,520,167,207,12,374
Alexandre Picard,11,528,135,191,21,326,12,320,19,52,6,71,0,0,0,0,0,0
Nolan Baumgartner,14,851,80,306,14,386,9,142,7,40,1,47,0,0,0,0,0,0
Shawn Thornton,10,584,67,93,213,160,12,605,39,54,136,93,0,0,0,0,0,0
Keith Aucoin,13,775,248,617,6,865,9,145,17,32,0,49,0,0,0,0,0,0
Brett Clark,8,392,45,131,1,176,14,689,45,141,1,186,0,0,0,0,0,0
Derek MacKenzie,9,551,148,183,11,331,12,389,36,46,14,82,0,0,0,0,0,0
Jeff Taffe,12,710,238,338,8,576,9,180,21,25,0,46,0,0,0,0,0,0
Bryan Helmer,15,798,92,329,23,421,7,146,8,18,5,26,0,0,0,0,0,0
Tom Kostopoulos,9,549,159,248,35,407,11,630,61,96,69,157,0,0,0,0,0,0
Wyatt Smith,12,566,167,233,6,400,8,211,10,22,1,32,0,0,0,0,0,0
Brian Willsie,9,547,197,229,1,426,10,381,52,57,3,109,0,0,0,0,0,0
Chris Conner,10,413,126,204,1,330,9,180,22,27,0,49,0,0,0,0,0,0
Toby Petersen,10,552,165,247,0,412,9,398,33,48,0,81,0,0,0,0,0,0
Kris Newbury,11,675,174,349,80,523,8,76,4,6,14,10,0,0,0,0,0,0
Daniel Briere,5,172,89,133,0,222,17,973,307,389,4,696,0,0,0,0,0,0
Denis Hamel,12,818,326,294,41,620,7,192,19,12,5,31,0,0,0,0,0,0
Jon Sim,7,211,87,102,2,189,12,469,75,64,4,139,0,0,0,0,0,0
Mathieu Darche,9,549,215,238,2,453,9,250,30,42,0,72,0,0,0,0,0,0
Mike Mottau,9,514,50,254,9,304,9,321,7,51,6,58,0,0,0,0,0,0
Doug Janik,10,612,42,164,32,206,8,190,3,16,8,19,0,0,0,0,0,0
Mike Blunden,10,412,96,113,26,209,8,104,4,4,7,8,0,0,0,0,0,0
Rory Fitzpatrick,10,428,35,110,15,145,8,237,10,22,4,32,0,0,0,0,0,0
Stephane Veilleux,8,366,66,95,12,161,10,506,50,56,21,106,0,0,0,0,0,0
Sean Collins,13,548,53,132,6,185,6,40,2,4,0,6,0,0,0,0,0,0
Dennis Bonvie,11,598,59,121,246,180,7,82,1,2,36,3,0,0,0,0,0,0
Derek Armstrong,7,315,128,223,6,351,11,407,65,139,9,204,0,0,0,0,0,0
Jason Williams,7,366,131,182,2,313,11,455,94,133,2,227,0,0,0,0,0,0
Mike Commodore,7,261,13,47,20,60,11,484,23,83,34,106,0,0,0,0,0,0
Mike Zigomanis,11,535,137,274,0,411,7,197,21,19,0,40,0,0,0,0,0,0
Tim Jackman,7,412,90,79,51,169,11,481,32,43,100,75,0,0,0,0,0,0
Mike Ribeiro,5,106,35,56,0,91,15,947,217,501,5,718,0,0,0,0,0,0
Brad Larsen,9,334,73,103,18,176,8,294,19,29,6,48,0,0,0,0,0,0
Bryan Muir,8,361,57,119,19,176,9,274,16,37,8,53,0,0,0,0,0,0
Craig MacDonald,9,345,91,169,3,260,8,233,11,24,1,35,0,0,0,0,0,0
Jason Ward,9,365,122,166,12,288,8,336,36,45,3,81,0,0,0,0,0,0
Jay Harrison,8,420,36,82,28,118,9,372,23,52,24,75,0,0,0,0,0,0
John Erskine,6,153,6,24,35,30,12,491,15,39,67,54,0,0,0,0,0,0
Matt Ellis,8,362,82,100,1,182,9,356,21,28,1,49,0,0,0,0,0,0
Ron Hainsey,6,208,22,83,1,105,12,754,40,177,8,217,0,0,0,0,0,0
Anders Eriksson,7,271,21,136,0,157,10,548,22,148,0,170,0,0,0,0,0,0
Bryan Allen,5,128,9,26,8,35,14,721,29,107,50,136,0,0,0,0,0,0
Francis Bouillon,5,179,29,74,11,103,14,776,32,117,28,149,0,0,0,0,0,0
Jason Krog,10,544,193,412,1,605,7,202,22,37,0,59,0,0,0,0,0,0
Kurtis Foster,7,283,52,99,8,151,10,405,42,118,5,160,0,0,0,0,0,0
Marty Reasoner,5,126,57,72,2,129,14,798,97,169,3,266,0,0,0,0,0,0
Matt Carkner,10,512,35,101,86,136,7,237,4,23,56,27,0,0,0,0,0,0
Alexandre Giroux,11,761,355,330,17,685,6,48,6,6,1,12,0,0,0,0,0,0
Joe Corvo,6,269,45,115,2,160,11,708,92,218,2,310,0,0,0,0,0,0
Mike Rupp,6,251,40,51,6,91,11,610,54,45,82,99,0,0,0,0,0,0
Mark Eaton,5,133,20,45,0,65,13,650,24,61,0,85,0,0,0,0,0,0
Mike Weaver,5,209,10,29,4,39,13,633,8,89,5,97,0,0,0,0,0,0
Steve Begin,5,214,41,38,22,79,13,524,56,52,32,108,0,0,0,0,0,0
Aaron Johnson,8,324,30,132,4,162,8,291,17,45,5,62,0,0,0,0,0,0
Steve Kelly,8,396,112,232,18,344,8,141,8,12,3,20,0,0,0,0,0,0
Steve Martins,8,380,89,196,0,285,8,242,20,21,3,41,0,0,0,0,0,0
Sven Butenschon,8,392,70,155,17,225,8,140,2,12,2,14,0,0,0,0,0,0
Aaron Downey,7,359,29,50,107,79,9,243,8,10,50,18,0,0,0,0,0,0
Brian McGrattan,7,266,38,41,82,79,9,317,10,17,75,27,0,0,0,0,0,0
John Mitchell,9,437,86,106,13,192,7,412,57,92,2,149,0,0,0,0,0,0
Kent Huskins,9,540,34,117,2,151,7,318,13,55,3,68,0,0,0,0,0,0
Tim Sestito,9,442,74,93,32,167,7,101,0,8,5,8,0,0,0,0,0,0
Zenon Konopka,7,279,86,138,57,224,9,346,12,18,117,30,0,0,0,0,0,0
Alex Bolduc,10,432,113,147,19,260,6,65,2,3,2,5,0,0,0,0,0,0
Andreas Lilja,5,103,8,37,1,45,12,580,16,71,13,87,0,0,0,0,0,0
Carlo Colaiacovo,5,84,11,35,1,46,12,434,33,119,9,152,0,0,0,0,0,0
Cody McCormick,6,191,37,41,23,78,10,405,21,44,62,65,0,0,0,0,0,0
Francis Lessard,12,616,29,48,228,77,5,115,1,3,34,4,0,0,0,0,0,0
Jassen Cullimore,5,124,10,24,3,34,12,699,22,76,10,98,0,0,0,0,0,0
Jody Shelley,5,139,6,17,68,23,12,627,18,36,175,54,0,0,0,0,0,0
Marc-Andre Bergeron,6,215,24,90,2,114,10,490,82,153,6,235,0,0,0,0,0,0
Mathieu Roy,10,317,23,89,37,112,6,66,2,11,5,13,0,0,0,0,0,0
Sean Avery,6,139,38,36,26,74,10,580,90,157,88,247,0,0,0,0,0,0
Wade Brookbank,12,391,8,19,109,27,5,127,6,3,45,9,0,0,0,0,0,0
Andrew Ebbett,7,335,106,214,1,320,8,224,26,45,0,71,0,0,0,0,0,0
Bryce Salvador,4,172,7,35,22,42,14,786,24,86,42,110,0,0,0,0,0,0
Jean-Francois Jacques,8,308,88,98,34,186,7,166,9,8,21,17,0,0,0,0,0,0
Jed Ortmeyer,7,266,49,71,2,120,8,345,22,31,4,53,0,0,0,0,0,0
Joel Bouchard,7,155,28,69,0,97,8,282,18,48,7,66,0,0,0,0,0,0
Jonathan Cheechoo,8,331,123,152,1,275,7,501,170,135,2,305,0,0,0,0,0,0
Mark Fraser,8,326,8,52,40,60,7,219,4,18,30,22,0,0,0,0,0,0
Nate Guenin,7,441,18,89,19,107,8,176,5,23,2,28,0,0,0,0,0,0
Pascal Rheaume,7,259,66,101,5,167,8,316,38,52,10,90,0,0,0,0,0,0
Sheldon Brookbank,7,370,30,96,71,126,8,351,7,37,47,44,0,0,0,0,0,0
Tyson Strachan,8,276,16,71,24,87,7,184,1,19,17,20,0,0,0,0,0,0
Francois Beauchemin,5,339,34,86,16,120,11,673,60,159,10,219,0,0,0,0,0,0
Jay Leach,11,446,21,56,41,77,5,70,1,2,8,3,0,0,0,0,0,0
Kip Brennan,11,311,22,18,128,40,5,61,1,1,22,2,0,0,0,0,0,0
Rob Scuderi,5,300,10,79,6,89,11,720,8,92,1,100,0,0,0,0,0,0
Ben Eager,6,136,12,18,25,30,9,407,43,42,64,85,0,0,0,0,0,0
Cam Janssen,6,133,3,12,41,15,9,336,6,8,95,14,0,0,0,0,0,0
Dan LaCouture,6,279,65,49,19,114,9,337,20,25,50,45,0,0,0,0,0,0
David Van der Gulik,9,535,137,170,6,307,6,49,2,11,0,13,0,0,0,0,0,0
Jesse Boulerice,9,394,29,39,113,68,6,172,8,2,42,10,0,0,0,0,0,0
"Jon ""Bates"" Battaglia",6,291,71,134,2,205,9,580,80,118,7,198,0,0,0,0,0,0
Pat Rissmiller,9,556,121,242,3,363,6,192,18,28,0,46,0,0,0,0,0,0
Ryan Potulny,9,433,152,161,1,313,6,126,22,27,0,49,0,0,0,0,0,0
Zack Stortini,9,442,43,45,110,88,6,257,14,27,82,41,0,0,0,0,0,0
Trevor Gillies,13,385,9,13,151,22,4,57,2,1,17,3,0,0,0,0,0,0
Alain Nasreddine,10,629,29,93,42,122,5,74,1,4,2,5,0,0,0,0,0,0
Chris Taylor,10,522,139,348,2,487,5,127,11,17,0,28,0,0,0,0,0,0
Cody Bass,10,331,37,52,77,89,5,49,2,3,13,5,0,0,0,0,0,0
Danny Syvret,10,633,61,259,3,320,5,59,3,4,0,7,0,0,0,0,0,0
Donald MacLean,10,529,232,256,3,488,5,41,8,5,0,13,0,0,0,0,0,0
Jeff Hoggan,10,641,149,155,18,304,5,107,2,9,6,11,0,0,0,0,0,0
Mark Mancari,10,692,225,334,18,559,5,42,3,10,1,13,0,0,0,0,0,0
Shawn Bates,5,111,47,49,0,96,10,465,72,126,2,198,0,0,0,0,0,0
Steve Montador,5,161,14,39,15,53,10,571,33,98,67,131,0,0,0,0,0,0
Andy Delmore,7,394,66,160,2,226,7,283,43,58,0,101,0,0,0,0,0,0
Brad Winchester,7,259,75,64,18,139,7,390,37,31,50,68,0,0,0,0,0,0
Corey Potter,7,352,28,122,4,150,7,129,8,24,0,32,0,0,0,0,0,0
Eric Boguniecki,7,320,141,177,7,318,7,178,34,42,0,76,0,0,0,0,0,0
Jake Dowell,7,381,38,80,57,118,7,157,11,22,20,33,0,0,0,0,0,0
Jeremy Stevenson,7,165,44,39,47,83,7,199,19,18,49,37,0,0,0,0,0,0
Jim Campbell,7,348,112,164,3,276,7,201,36,52,3,88,0,0,0,0,0,0
Rob Davison,7,424,14,46,67,60,7,219,3,15,29,18,0,0,0,0,0,0
Tom Sestito,7,256,48,65,63,113,7,137,10,8,42,18,0,0,0,0,0,0
Alexei Ponikarovsky,4,247,81,95,1,176,12,678,139,184,3,323,0,0,0,0,0,0
Andy Hilbert,6,255,108,121,4,229,8,307,42,62,4,104,0,0,0,0,0,0
Benoit Gratton,8,411,133,289,10,422,6,58,6,10,2,16,0,0,0,0,0,0
Brent Sopel,4,208,27,86,13,113,12,659,44,174,8,218,0,0,0,0,0,0
Brian Lee,8,203,11,51,15,62,6,209,5,31,5,36,0,0,0,0,0,0
Brooks Orpik,4,223,10,46,5,56,12,781,13,138,12,151,0,0,0,0,0,0
Colin Forbes,6,307,92,146,6,238,8,308,32,28,11,60,0,0,0,0,0,0
Dan Boyle,3,117,22,77,5,99,16,1019,153,428,11,581,0,0,0,0,0,0
Eric Belanger,4,167,48,87,0,135,12,820,138,220,0,358,0,0,0,0,0,0
Jason Doig,8,282,16,94,24,110,6,143,5,17,16,22,0,0,0,0,0,0
Jeff Cowan,6,367,68,66,37,134,8,413,47,34,62,81,0,0,0,0,0,0
John Jakopin,8,270,15,49,49,64,6,113,1,6,13,7,0,0,0,0,0,0
Krys Barch,6,251,25,48,52,73,8,381,12,23,113,35,0,0,0,0,0,0
Krys Kolanos,8,322,154,148,4,302,6,149,20,22,0,42,0,0,0,0,0,0
Landon Wilson,6,135,68,46,18,114,8,319,44,54,19,98,0,0,0,0,0,0
Manny Malhotra,3,48,6,11,5,17,16,991,116,179,14,295,0,0,0,0,0,0
Martin St. Louis,3,95,58,56,0,114,16,1134,391,642,0,1033,0,0,0,0,0,0
Martin St. Pierre,8,569,157,412,3,569,6,39,3,5,0,8,0,0,0,0,0,0
Randy Jones,6,152,13,51,5,64,8,365,20,85,3,105,0,0,0,0,0,0
Ray Schultz,8,428,10,58,57,68,6,45,0,4,15,4,0,0,0,0,0,0
Rico Fata,6,249,110,115,5,225,8,230,27,36,2,63,0,0,0,0,0,0
Scott Nichol,4,130,35,42,10,77,12,660,56,71,52,127,0,0,0,0,0,0
Ben Guite,9,588,107,176,6,283,5,175,19,26,1,45,0,0,0,0,0,0
Brian Campbell,3,177,11,84,0,95,15,920,76,380,3,456,0,0,0,0,0,0
Jamie Rivers,5,201,20,81,0,101,9,436,15,44,3,59,0,0,0,0,0,0
Jay Rosehill,9,424,28,39,103,67,5,117,5,3,34,8,0,0,0,0,0,0
Joey Crabb,9,439,106,134,15,240,5,179,20,33,6,53,0,0,0,0,0,0
Pierre-Luc Leblond,9,396,25,34,135,59,5,41,0,3,12,3,0,0,0,0,0,0
Ryan Murphy,15,492,71,123,5,194,3,89,6,19,0,25,0,0,0,0,0,0
Stephane Robidas,3,234,32,85,1,117,15,937,57,201,10,258,0,0,0,0,0,0
Trevor Smith,9,453,153,193,4,346,5,106,9,11,0,20,0,0,0,0,0,0
Adam Hall,4,87,18,27,1,45,11,682,69,87,15,156,0,0,0,0,0,0
Adam Mair,4,172,53,67,14,120,11,615,38,76,51,114,0,0,0,0,0,0
Alex Henry,11,636,16,71,81,87,4,177,2,9,29,11,0,0,0,0,0,0
Boyd Devereaux,4,96,24,27,0,51,11,627,67,112,1,179,0,0,0,0,0,0
Chris Clark,4,175,47,61,26,108,11,607,103,111,39,214,0,0,0,0,0,0
Chris Kelly,4,239,52,50,2,102,11,740,116,159,7,275,0,0,0,0,0,0
Darren Haydar,11,796,297,516,0,813,4,23,1,7,0,8,0,0,0,0,0,0
Jason Morgan,11,593,116,233,12,349,4,41,2,5,0,7,0,0,0,0,0,0
Jason Pominville,4,230,79,79,0,158,11,752,237,342,2,579,0,0,0,0,0,0
Michael Ryder,4,249,85,92,0,177,11,806,237,247,1,484,0,0,0,0,0,0
Mike Hoffman,11,486,91,122,68,213,4,108,30,24,0,54,0,0,0,0,0,0
Mike Komisarek,4,137,12,57,9,69,11,551,14,67,26,81,0,0,0,0,0,0
Tomas Plekanec,4,229,61,97,0,158,11,761,202,297,0,499,0,0,0,0,0,0
Adam Pardy,6,185,9,30,4,39,7,315,4,44,6,48,0,0,0,0,0,0
Bill Thomas,7,388,115,136,1,251,6,87,16,12,0,28,0,0,0,0,0,0
Chris McAllister,6,141,3,8,20,11,7,301,4,17,60,21,0,0,0,0,0,0
Chris Porter,7,322,55,85,12,140,6,173,11,16,3,27,0,0,0,0,0,0
Eric Boulton,3,112,5,5,44,10,14,648,31,48,153,79,0,0,0,0,0,0
Eric Nickulas,7,347,112,129,5,241,6,118,15,23,0,38,0,0,0,0,0,0
Jason Holland,7,449,38,151,5,189,6,77,3,5,0,8,0,0,0,0,0,0
Jean-Luc Grand-Pierre,7,264,19,24,34,43,6,269,7,13,27,20,0,0,0,0,0,0
Joel Perrault,7,282,91,119,0,210,6,96,12,14,2,26,0,0,0,0,0,0
Marc Pouliot,6,273,88,148,3,236,7,192,21,36,2,57,0,0,0,0,0,0
Nathan Dempsey,6,355,57,150,3,207,7,246,20,66,0,86,0,0,0,0,0,0
Patrick Traverse,7,418,43,132,6,175,6,274,14,51,2,65,0,0,0,0,0,0
Peter White,7,474,140,331,2,471,6,158,13,25,1,38,0,0,0,0,0,0
Pierre Parenteau,6,374,149,213,3,362,7,347,81,146,1,227,0,0,0,0,0,0
Raitis Ivanans,6,160,5,10,40,15,7,282,12,6,58,18,0,0,0,0,0,0
Scott Ferguson,6,399,30,118,35,148,7,218,7,14,28,21,0,0,0,0,0,0
Trevor Lewis,6,201,42,54,1,96,7,349,27,46,2,73,0,0,0,0,0,0
Willie Mitchell,3,110,9,30,8,39,14,861,33,140,27,173,0,0,0,0,0,0
Andrew Gordon,8,502,167,197,6,364,5,55,3,4,0,7,0,0,0,0,0,0
Andrew Hutchinson,8,396,65,163,1,228,5,140,12,27,0,39,0,0,0,0,0,0
Ben Walter,8,566,159,301,2,460,5,24,1,0,0,1,0,0,0,0,0,0
Brad Richardson,4,73,19,42,0,61,10,509,62,87,9,149,0,0,0,0,0,0
Brandon Smith,10,623,86,293,1,379,4,33,3,4,0,7,0,0,0,0,0,0
Byron Ritchie,5,226,68,109,14,177,8,324,25,33,22,58,0,0,0,0,0,0
Chris Mueller,8,447,131,155,8,286,5,53,3,7,0,10,0,0,0,0,0,0
Dylan Reese,8,398,31,130,12,161,5,78,3,14,2,17,0,0,0,0,0,0
Francis Wathier,10,577,96,114,73,210,4,10,0,0,1,0,0,0,0,0,0,0
Glen Metropolit,5,197,74,152,2,226,8,407,57,102,2,159,0,0,0,0,0,0
Gordie Dwyer,8,153,14,19,41,33,5,108,0,5,46,5,0,0,0,0,0,0
Greg Zanon,5,233,14,68,2,82,8,493,12,50,1,62,0,0,0,0,0,0
Jack Skille,5,211,76,84,7,160,8,239,30,31,9,61,0,0,0,0,0,0
Jiri Tlusty,5,130,50,70,0,120,8,416,87,86,0,173,0,0,0,0,0,0
John Slaney,8,481,122,279,1,401,5,135,6,32,1,38,0,0,0,0,0,0
Matt Lashoff,8,337,43,113,12,156,5,74,1,15,0,16,0,0,0,0,0,0
Micheal Haley,8,437,75,70,114,145,5,56,2,1,22,3,0,0,0,0,0,0
Paul Healey,8,441,173,155,2,328,5,75,6,14,0,20,0,0,0,0,0,0
Pierre Dagenais,8,384,153,124,3,277,5,142,35,23,0,58,0,0,0,0,0,0
Randy Robitaille,4,156,55,120,0,175,10,530,84,172,1,256,0,0,0,0,0,0
Rich Brennan,8,411,66,192,8,258,5,48,2,6,1,8,0,0,0,0,0,0
Rocky Thompson,10,573,15,60,148,75,4,25,0,0,14,0,0,0,0,0,0,0
Ryan Bayda,8,299,87,143,4,230,5,179,16,24,1,40,0,0,0,0,0,0
Ryan Parent,8,239,4,24,3,28,5,106,1,6,0,7,0,0,0,0,0,0
Stephen Gionta,8,374,63,83,4,146,5,188,14,25,0,39,0,0,0,0,0,0
Steve Bernier,4,85,27,34,2,61,10,609,104,120,12,224,0,0,0,0,0,0
Steve Eminger,4,140,8,27,1,35,10,488,19,80,3,99,0,0,0,0,0,0
Andy Sutton,3,31,5,11,4,16,13,676,38,112,55,150,0,0,0,0,0,0
Brad Lukowich,3,163,11,60,1,71,13,658,23,90,7,113,0,0,0,0,0,0
Mikael Samuelsson,3,76,35,52,1,87,13,699,149,197,5,346,0,0,0,0,0,0
Ales Kotalik,4,109,24,45,0,69,9,542,136,148,3,284,0,0,0,0,0,0
Benoit Pouliot,4,146,39,48,3,87,9,429,95,99,5,194,0,0,0,0,0,0
Brian Pothier,4,179,20,93,2,113,9,362,26,92,3,118,0,0,0,0,0,0
Bruno St. Jacques,9,368,25,99,9,124,4,67,3,7,1,10,0,0,0,0,0,0
Colin Stuart,9,533,128,122,4,250,4,56,8,5,0,13,0,0,0,0,0,0
Colin White,3,205,10,46,21,56,12,797,21,108,37,129,0,0,0,0,0,0
Craig Darby,6,452,141,286,0,427,6,164,20,27,0,47,0,0,0,0,0,0
Dave Steckel,4,285,61,84,4,145,9,425,33,46,5,79,0,0,0,0,0,0
David Oliver,6,172,48,53,6,101,6,78,10,13,0,23,0,0,0,0,0,0
Dennis Seidenberg,3,71,17,24,3,41,12,697,38,174,4,212,0,0,0,0,0,0
Derrick Walser,9,439,96,195,0,291,4,91,8,21,0,29,0,0,0,0,0,0
Dmitri Kalinin,4,80,2,20,2,22,9,539,36,126,4,162,0,0,0,0,0,0
Domenic Pittis,6,339,120,254,7,374,6,85,5,11,1,16,0,0,0,0,0,0
Dustin Jeffrey,6,272,81,147,1,228,6,124,17,14,0,31,0,0,0,0,0,0
Eric Cairns,4,48,2,5,11,7,9,417,10,31,89,41,0,0,0,0,0,0
Eric Manlow,9,556,134,287,0,421,4,37,2,4,0,6,0,0,0,0,0,0
Eric Nystrom,4,109,21,21,3,42,9,547,68,48,42,116,0,0,0,0,0,0
Graham Mink,12,727,257,252,35,509,3,7,0,0,0,0,0,0,0,0,0,0
Jason Botterill,6,326,127,106,27,233,6,88,5,9,5,14,0,0,0,0,0,0
Jeff Toms,6,207,95,114,0,209,6,201,20,25,1,45,0,0,0,0,0,0
Josh Langfeld,6,298,97,98,2,195,6,143,9,23,0,32,0,0,0,0,0,0
Mark Hartigan,6,334,137,173,5,310,6,102,19,11,0,30,0,0,0,0,0,0
Marty Murray,6,295,78,190,1,268,6,244,28,39,1,67,0,0,0,0,0,0
Mathieu Biron,6,289,27,69,5,96,6,253,12,32,1,44,0,0,0,0,0,0
Mike Cammalleri,3,67,30,48,0,78,12,737,263,281,3,544,0,0,0,0,0,0
Patrick Sharp,3,141,43,52,3,95,12,745,249,277,9,526,0,0,0,0,0,0
Peter Ferraro,9,476,176,266,10,442,4,85,9,14,0,23,0,0,0,0,0,0
Peter Harrold,4,185,20,85,0,105,9,274,13,29,0,42,0,0,0,0,0,0
Peter Schaefer,4,163,36,82,2,118,9,572,99,162,2,261,0,0,0,0,0,0
Raffi Torres,3,179,56,54,7,110,12,635,137,123,24,260,0,0,0,0,0,0
Ruslan Fedotenko,3,88,20,34,0,54,12,863,173,193,9,366,0,0,0,0,0,0
Shane O'Brien,4,219,24,65,34,89,9,537,13,79,44,92,0,0,0,0,0,0
Steve Ott,3,83,18,22,14,40,12,774,106,173,117,279,0,0,0,0,0,0
Tim Kennedy,6,335,71,196,2,267,6,162,15,24,0,39,0,0,0,0,0,0
Aaron Gavey,5,295,70,137,5,207,7,230,25,35,11,60,0,0,0,0,0,0
Brantt Myhres,7,201,16,31,27,47,5,92,1,1,43,2,0,0,0,0,0,0
Brendan Bell,7,428,49,185,1,234,5,102,7,21,1,28,0,0,0,0,0,0
Cameron Mann,7,361,144,180,17,324,5,93,14,10,3,24,0,0,0,0,0,0
Christian Laflamme,5,108,3,30,1,33,7,320,2,44,2,46,0,0,0,0,0,0
Clay Wilson,7,487,89,233,5,322,5,36,4,4,0,8,0,0,0,0,0,0
Dale Purinton,7,250,11,22,85,33,5,181,4,16,55,20,0,0,0,0,0,0
Derek Joslin,7,272,30,85,4,115,5,116,4,12,4,16,0,0,0,0,0,0
Jamie McGinn,5,116,36,39,5,75,7,366,69,59,10,128,0,0,0,0,0,0
Jim McKenzie,5,93,7,10,5,17,7,455,22,31,95,53,0,0,0,0,0,0
Joe Motzko,7,347,128,165,2,293,5,25,4,2,0,6,0,0,0,0,0,0
Lee Goren,7,434,165,201,49,366,5,67,5,4,6,9,0,0,0,0,0,0
Matt Hendricks,5,232,67,85,21,152,7,411,40,41,70,81,0,0,0,0,0,0
Mike Keane,5,365,36,78,6,114,7,519,58,96,8,154,0,0,0,0,0,0
P.J. Stock,5,239,32,65,71,97,7,235,5,21,56,26,0,0,0,0,0,0
Pat Dwyer,5,296,80,90,6,170,7,416,42,51,1,93,0,0,0,0,0,0
Reid Simpson,5,101,19,25,29,44,7,240,17,9,78,26,0,0,0,0,0,0
Taylor Chorney,7,400,31,111,5,142,5,68,1,6,0,7,0,0,0,0,0,0
Tim Brent,5,256,82,123,7,205,7,207,21,27,2,48,0,0,0,0,0,0
Tim Wallace,7,375,93,86,20,179,5,101,4,9,3,13,0,0,0,0,0,0
Tomas Kloucek,7,312,10,42,24,52,5,141,2,8,9,10,0,0,0,0,0,0
Vladimir Chebaturkin,7,382,19,49,17,68,5,62,2,7,0,9,0,0,0,0,0,0
Daniel Cleary,2,97,31,70,3,101,17,938,165,222,9,387,0,0,0,0,0,0
Matt Cullen,2,21,16,14,0,30,17,1212,219,407,3,626,0,0,0,0,0,0
Zdeno Chara,2,71,6,11,12,17,17,1195,169,369,70,538,0,0,0,0,0,0
Antoine Vermette,3,163,68,56,0,124,11,834,194,239,1,433,0,0,0,0,0,0
Brad Boyes,3,238,91,109,6,200,11,762,203,278,3,481,0,0,0,0,0,0
Chad Wiseman,11,620,171,279,8,450,3,9,1,1,0,2,0,0,0,0,0,0
Dan Jancevski,11,839,37,198,46,235,3,9,0,0,0,0,0,0,0,0,0,0
Dan Smith,11,720,26,109,27,135,3,22,0,0,2,0,0,0,0,0,0,0
Dave Scatchard,3,88,28,24,3,52,11,659,128,141,55,269,0,0,0,0,0,0
John-Michael Liles,3,26,3,12,0,15,11,719,81,263,2,344,0,0,0,0,0,0
Matt Bradley,3,181,50,47,14,97,11,675,59,90,77,149,0,0,0,0,0,0
Nick Boynton,3,146,11,46,8,57,11,605,34,110,46,144,0,0,0,0,0,0
Richard Park,3,144,62,78,1,140,11,669,97,131,1,228,0,0,0,0,0,0
Ryan Malone,3,30,4,8,1,12,11,647,179,191,45,370,0,0,0,0,0,0
Zbynek Michalek,3,179,13,36,1,49,11,711,40,131,0,171,0,0,0,0,0,0
Allan Rourke,8,462,57,123,5,180,4,55,1,4,1,5,0,0,0,0,0,0
Antti Laaksonen,4,168,47,54,0,101,8,483,81,87,0,168,0,0,0,0,0,0
Ben Simon,8,497,82,117,9,199,4,81,3,1,3,4,0,0,0,0,0,0
Brad Smyth,8,546,259,282,26,541,4,29,5,4,1,9,0,0,0,0,0,0
Bruno Gervais,4,187,30,49,0,79,8,418,16,71,4,87,0,0,0,0,0,0
Bryan Bickell,4,228,51,58,15,109,8,359,65,68,12,133,0,0,0,0,0,0
Bryan Rodney,8,414,39,176,0,215,4,34,1,12,0,13,0,0,0,0,0,0
Cal O'Reilly,8,416,74,297,1,371,4,113,13,28,0,41,0,0,0,0,0,0
Chris Bourque,8,504,170,327,1,497,4,51,2,6,0,8,0,0,0,0,0,0
Chris Ferraro,8,397,131,208,4,339,4,60,5,8,1,13,0,0,0,0,0,0
Daniel Corso,8,348,91,169,1,260,4,77,14,11,0,25,0,0,0,0,0,0
David Ling,8,374,91,217,31,308,4,91,4,4,24,8,0,0,0,0,0,0
Deron Quint,4,37,8,26,0,34,8,385,38,73,0,111,0,0,0,0,0,0
Fernando Pisani,4,213,72,77,0,149,8,462,87,82,2,169,0,0,0,0,0,0
Igor Ulanov,4,26,3,6,0,9,8,437,18,75,11,93,0,0,0,0,0,0
Jiri Bicek,8,447,79,177,2,256,4,62,6,7,0,13,0,0,0,0,0,0
Joe Hulbig,8,368,96,111,13,207,4,49,4,4,1,8,0,0,0,0,0,0
Joe Piskula,8,533,13,101,13,114,4,13,0,0,0,0,0,0,0,0,0,0
Matt Cooke,2,55,20,26,2,46,16,1046,167,231,36,398,0,0,0,0,0,0
Mike Van Ryn,4,149,9,39,1,48,8,353,30,99,0,129,0,0,0,0,0,0
Norm Milley,8,544,153,219,4,372,4,29,2,4,0,6,0,0,0,0,0,0
Patrick Boileau,8,411,47,135,9,182,4,47,5,11,0,16,0,0,0,0,0,0
Rostislav Olesz,4,73,26,41,0,67,8,365,57,77,0,134,0,0,0,0,0,0
